policyNumber,validity,refundPercent,orderNumber,productId
AS150846,5,46,8016458,2005420
AS150847,14,67,8016478,2005426
AS150848,13,69,8016498,2005432
AS150849,8,40,8016518,2005438
AS150850,13,51,8016538,2005444
AS150851,10,63,8016558,2005450
AS150852,6,68,8016578,2005456
AS150853,8,47,8016598,2005462
AS150854,6,46,8016618,2005468
AS150855,9,65,8016638,2005474
AS150856,9,48,8016658,2005480
AS150857,14,68,8016678,2005486
AS150858,10,46,8016698,2005492
AS150859,14,46,8016718,2005498
AS150860,12,44,8016738,2005504
AS150861,7,46,8016758,2005510
AS150862,8,51,8016778,2005516
AS150863,12,64,8016798,2005522
AS150864,14,61,8016818,2005528
AS150865,9,56,8016838,2005534
AS150866,8,66,8016858,2005540
AS150867,14,52,8016878,2005546
AS150868,14,49,8016898,2005552
AS150869,9,53,8016918,2005558
AS150870,14,70,8016938,2005564
AS150871,12,59,8016958,2005570
AS150872,12,54,8016978,2005576
AS150873,11,52,8016998,2005582
AS150874,8,55,8017018,2005588
AS150875,9,49,8017038,2005594
AS150876,10,69,8017058,2005600
AS150877,9,51,8017078,2005606
AS150878,13,46,8017098,2005612
AS150879,10,58,8017118,2005618
AS150880,11,49,8017138,2005624
AS150881,13,70,8017158,2005630
AS150882,14,65,8017178,2005636
AS150883,10,69,8017198,2005642
AS150884,9,68,8017218,2005648
AS150885,11,47,8017238,2005654
AS150886,13,56,8017258,2005660
AS150887,9,41,8017278,2005666
AS150888,7,52,8017298,2005672
AS150889,9,52,8017318,2005678
AS150890,14,55,8017338,2005684
AS150891,6,53,8017358,2005690
AS150892,10,66,8017378,2005696
AS150893,8,43,8017398,2005702
AS150894,6,61,8017418,2005708
AS150895,11,64,8017438,2005714
AS150896,11,54,8017458,2005720
AS150897,12,70,8017478,2005726
AS150898,11,68,8017498,2005732
AS150899,13,62,8017518,2005738
AS150900,5,48,8017538,2005744
AS150901,7,43,8017558,2005750
AS150902,6,57,8017578,2005756
AS150903,8,57,8017598,2005762
AS150904,10,52,8017618,2005768
AS150905,8,62,8017638,2005774
AS150906,8,66,8017658,2005780
AS150907,12,52,8017678,2005786
AS150908,5,52,8017698,2005792
AS150909,9,60,8017718,2005798
AS150910,9,45,8017738,2005804
AS150911,14,59,8017758,2005810
AS150912,12,52,8017778,2005816
AS150913,6,58,8017798,2005822
AS150914,12,50,8017818,2005828
AS150915,5,52,8017838,2005834
AS150916,10,66,8017858,2005840
AS150917,9,42,8017878,2005846
AS150918,14,58,8017898,2005852
AS150919,9,58,8017918,2005858
AS150920,13,40,8017938,2005864
AS150921,12,55,8017958,2005870
AS150922,6,43,8017978,2005876
AS150923,13,70,8017998,2005882
AS150924,13,55,8018018,2005888
AS150925,14,52,8018038,2005894
AS150926,7,48,8018058,2005900
AS150927,11,52,8018078,2005906
AS150928,8,55,8018098,2005912
AS150929,7,58,8018118,2005918
AS150930,13,47,8018138,2005924
AS150931,13,69,8018158,2005930
AS150932,10,52,8018178,2005936
AS150933,11,42,8018198,2005942
AS150934,5,62,8018218,2005948
AS150935,9,62,8018238,2005954
AS150936,10,47,8018258,2005960
AS150937,8,64,8018278,2005966
AS150938,12,44,8018298,2005972
AS150939,5,41,8018318,2005978
AS150940,5,51,8018338,2005984
AS150941,6,65,8018358,2005990
AS150942,6,41,8018378,2005996
AS150943,9,54,8018398,2006002
AS150944,14,51,8018418,2006008
AS150945,6,43,8018438,2006014
AS150946,8,46,8018458,2006020
AS150947,5,66,8018478,2006026
AS150948,14,41,8018498,2006032
AS150949,9,52,8018518,2006038
AS150950,5,47,8018538,2006044
AS150951,11,60,8018558,2006050
AS150952,11,61,8018578,2006056
AS150953,13,45,8018598,2006062
AS150954,11,41,8018618,2006068
AS150955,13,64,8018638,2006074
AS150956,9,59,8018658,2006080
AS150957,12,68,8018678,2006086
AS150958,9,68,8018698,2006092
AS150959,7,54,8018718,2006098
AS150960,5,45,8018738,2006104
AS150961,11,57,8018758,2006110
AS150962,9,43,8018778,2006116
AS150963,11,47,8018798,2006122
AS150964,12,43,8018818,2006128
AS150965,9,64,8018838,2006134
AS150966,7,57,8018858,2006140
AS150967,6,61,8018878,2006146
AS150968,7,61,8018898,2006152
AS150969,9,58,8018918,2006158
AS150970,5,46,8018938,2006164
AS150971,10,43,8018958,2006170
AS150972,9,70,8018978,2006176
AS150973,14,52,8018998,2006182
AS150974,14,47,8019018,2006188
AS150975,14,48,8019038,2006194
AS150976,14,59,8019058,2006200
AS150977,10,66,8019078,2006206
AS150978,14,65,8019098,2006212
AS150979,8,49,8019118,2006218
AS150980,13,63,8019138,2006224
AS150981,12,51,8019158,2006230
AS150982,5,67,8019178,2006236
AS150983,5,61,8019198,2006242
AS150984,8,51,8019218,2006248
AS150985,12,47,8019238,2006254
AS150986,5,47,8019258,2006260
AS150987,10,47,8019278,2006266
AS150988,8,42,8019298,2006272
AS150989,7,45,8019318,2006278
AS150990,11,42,8019338,2006284
AS150991,7,45,8019358,2006290
AS150992,14,64,8019378,2006296
AS150993,8,45,8019398,2006302
AS150994,13,63,8019418,2006308
AS150995,14,48,8019438,2006314
AS150996,8,50,8019458,2006320
AS150997,9,69,8019478,2006326
AS150998,10,69,8019498,2006332
AS150999,7,60,8019518,2006338
AS151000,10,47,8019538,2006344
AS151001,11,45,8019558,2006350
AS151002,8,68,8019578,2006356
AS151003,14,40,8019598,2006362
AS151004,14,43,8019618,2006368
AS151005,6,40,8019638,2006374
AS151006,14,42,8019658,2006380
AS151007,14,57,8019678,2006386
AS151008,10,55,8019698,2006392
AS151009,7,44,8019718,2006398
AS151010,9,51,8019738,2006404
AS151011,14,50,8019758,2006410
AS151012,7,51,8019778,2006416
AS151013,11,43,8019798,2006422
AS151014,10,42,8019818,2006428
AS151015,8,55,8019838,2006434
AS151016,8,42,8019858,2006440
AS151017,8,57,8019878,2006446
AS151018,7,65,8019898,2006452
AS151019,14,47,8019918,2006458
AS151020,6,44,8019938,2006464
AS151021,9,52,8019958,2006470
AS151022,10,58,8019978,2006476
AS151023,8,70,8019998,2006482
AS151024,8,53,8020018,2006488
AS151025,8,43,8020038,2006494
AS151026,14,49,8020058,2006500
AS151027,12,70,8020078,2006506
AS151028,11,58,8020098,2006512
AS151029,12,52,8020118,2006518
AS151030,12,56,8020138,2006524
AS151031,14,45,8020158,2006530
AS151032,10,68,8020178,2006536
AS151033,12,58,8020198,2006542
AS151034,7,61,8020218,2006548
AS151035,14,63,8020238,2006554
AS151036,14,67,8020258,2006560
AS151037,11,66,8020278,2006566
AS151038,10,41,8020298,2006572
AS151039,12,46,8020318,2006578
AS151040,8,56,8020338,2006584
AS151041,14,55,8020358,2006590
AS151042,8,40,8020378,2006596
AS151043,14,58,8020398,2006602
AS151044,10,49,8020418,2006608
AS151045,5,69,8020438,2006614
AS151046,11,57,8020458,2006620
AS151047,10,64,8020478,2006626
AS151048,9,47,8020498,2006632
AS151049,12,50,8020518,2006638
AS151050,11,55,8020538,2006644
AS151051,11,60,8020558,2006650
AS151052,10,63,8020578,2006656
AS151053,12,47,8020598,2006662
AS151054,14,44,8020618,2006668
AS151055,7,50,8020638,2006674
AS151056,8,40,8020658,2006680
AS151057,5,44,8020678,2006686
AS151058,13,42,8020698,2006692
AS151059,9,60,8020718,2006698
AS151060,12,69,8020738,2006704
AS151061,7,60,8020758,2006710
AS151062,11,59,8020778,2006716
AS151063,13,55,8020798,2006722
AS151064,10,68,8020818,2006728
AS151065,8,57,8020838,2006734
AS151066,8,59,8020858,2006740
AS151067,10,55,8020878,2006746
AS151068,8,67,8020898,2006752
AS151069,11,57,8020918,2006758
AS151070,10,56,8020938,2006764
AS151071,14,57,8020958,2006770
AS151072,5,61,8020978,2006776
AS151073,11,43,8020998,2006782
AS151074,11,47,8021018,2006788
AS151075,8,56,8021038,2006794
AS151076,10,53,8021058,2006800
AS151077,10,57,8021078,2006806
AS151078,11,62,8021098,2006812
AS151079,13,63,8021118,2006818
AS151080,13,54,8021138,2006824
AS151081,11,70,8021158,2006830
AS151082,8,55,8021178,2006836
AS151083,14,44,8021198,2006842
AS151084,6,47,8021218,2006848
AS151085,11,53,8021238,2006854
AS151086,6,43,8021258,2006860
AS151087,9,65,8021278,2006866
AS151088,11,65,8021298,2006872
AS151089,14,70,8021318,2006878
AS151090,8,68,8021338,2006884
AS151091,7,52,8021358,2006890
AS151092,11,70,8021378,2006896
AS151093,9,43,8021398,2006902
AS151094,14,42,8021418,2006908
AS151095,5,48,8021438,2006914
AS151096,12,56,8021458,2006920
AS151097,8,42,8021478,2006926
AS151098,11,64,8021498,2006932
AS151099,13,56,8021518,2006938
AS151100,12,69,8021538,2006944
AS151101,12,65,8021558,2006950
AS151102,11,42,8021578,2006956
AS151103,9,62,8021598,2006962
AS151104,8,56,8021618,2006968
AS151105,12,41,8021638,2006974
AS151106,7,42,8021658,2006980
AS151107,14,40,8021678,2006986
AS151108,13,61,8021698,2006992
AS151109,12,48,8021718,2006998
AS151110,5,52,8021738,2007004
AS151111,7,69,8021758,2007010
AS151112,7,45,8021778,2007016
AS151113,10,54,8021798,2007022
AS151114,7,62,8021818,2007028
AS151115,13,54,8021838,2007034
AS151116,10,64,8021858,2007040
AS151117,5,44,8021878,2007046
AS151118,11,50,8021898,2007052
AS151119,10,49,8021918,2007058
AS151120,14,58,8021938,2007064
AS151121,13,53,8021958,2007070
AS151122,6,62,8021978,2007076
AS151123,9,68,8021998,2007082
AS151124,5,54,8022018,2007088
AS151125,12,42,8022038,2007094
AS151126,11,55,8022058,2007100
AS151127,8,59,8022078,2007106
AS151128,10,48,8022098,2007112
AS151129,13,53,8022118,2007118
AS151130,11,62,8022138,2007124
AS151131,7,40,8022158,2007130
AS151132,7,43,8022178,2007136
AS151133,5,44,8022198,2007142
AS151134,14,42,8022218,2007148
AS151135,11,43,8022238,2007154
AS151136,14,55,8022258,2007160
AS151137,5,58,8022278,2007166
AS151138,10,62,8022298,2007172
AS151139,6,46,8022318,2007178
AS151140,6,61,8022338,2007184
AS151141,8,63,8022358,2007190
AS151142,11,42,8022378,2007196
AS151143,7,47,8022398,2007202
AS151144,11,53,8022418,2007208
AS151145,7,68,8022438,2007214
AS151146,12,62,8022458,2007220
AS151147,11,41,8022478,2007226
AS151148,6,45,8022498,2007232
AS151149,7,42,8022518,2007238
AS151150,8,59,8022538,2007244
AS151151,6,67,8022558,2007250
AS151152,11,57,8022578,2007256
AS151153,8,57,8022598,2007262
AS151154,7,68,8022618,2007268
AS151155,7,62,8022638,2007274
AS151156,13,45,8022658,2007280
AS151157,10,41,8022678,2007286
AS151158,6,49,8022698,2007292
AS151159,9,43,8022718,2007298
AS151160,11,66,8022738,2007304
AS151161,12,56,8022758,2007310
AS151162,6,54,8022778,2007316
AS151163,14,48,8022798,2007322
AS151164,5,46,8022818,2007328
AS151165,10,62,8022838,2007334
AS151166,12,50,8022858,2007340
AS151167,9,46,8022878,2007346
AS151168,14,55,8022898,2007352
AS151169,14,66,8022918,2007358
AS151170,11,62,8022938,2007364
AS151171,14,59,8022958,2007370
AS151172,10,69,8022978,2007376
AS151173,11,62,8022998,2007382
AS151174,14,65,8023018,2007388
AS151175,6,61,8023038,2007394
AS151176,6,42,8023058,2007400
AS151177,11,52,8023078,2007406
AS151178,11,49,8023098,2007412
AS151179,8,59,8023118,2007418
AS151180,14,42,8023138,2007424
AS151181,7,41,8023158,2007430
AS151182,6,41,8023178,2007436
AS151183,9,66,8023198,2007442
AS151184,14,69,8023218,2007448
AS151185,12,44,8023238,2007454
AS151186,11,47,8023258,2007460
AS151187,9,59,8023278,2007466
AS151188,10,54,8023298,2007472
AS151189,9,49,8023318,2007478
AS151190,8,44,8023338,2007484
AS151191,14,45,8023358,2007490
AS151192,8,48,8023378,2007496
AS151193,7,55,8023398,2007502
AS151194,7,40,8023418,2007508
AS151195,6,62,8023438,2007514
AS151196,5,48,8023458,2007520
AS151197,6,55,8023478,2007526
AS151198,11,44,8023498,2007532
AS151199,13,46,8023518,2007538
AS151200,5,60,8023538,2007544
AS151201,7,43,8023558,2007550
AS151202,11,59,8023578,2007556
AS151203,8,60,8023598,2007562
AS151204,9,53,8023618,2007568
AS151205,13,53,8023638,2007574
AS151206,9,45,8023658,2007580
AS151207,6,70,8023678,2007586
AS151208,11,42,8023698,2007592
AS151209,13,53,8023718,2007598
AS151210,7,59,8023738,2007604
AS151211,8,50,8023758,2007610
AS151212,12,61,8023778,2007616
AS151213,6,54,8023798,2007622
AS151214,12,43,8023818,2007628
AS151215,7,55,8023838,2007634
AS151216,9,66,8023858,2007640
AS151217,11,45,8023878,2007646
AS151218,12,56,8023898,2007652
AS151219,13,63,8023918,2007658
AS151220,5,47,8023938,2007664
AS151221,14,52,8023958,2007670
AS151222,14,68,8023978,2007676
AS151223,8,52,8023998,2007682
AS151224,7,47,8024018,2007688
AS151225,7,67,8024038,2007694
AS151226,7,59,8024058,2007700
AS151227,7,59,8024078,2007706
AS151228,13,53,8024098,2007712
AS151229,9,50,8024118,2007718
AS151230,13,60,8024138,2007724
AS151231,6,70,8024158,2007730
AS151232,8,60,8024178,2007736
AS151233,5,44,8024198,2007742
AS151234,8,45,8024218,2007748
AS151235,7,60,8024238,2007754
AS151236,11,52,8024258,2007760
AS151237,7,69,8024278,2007766
AS151238,12,61,8024298,2007772
AS151239,8,68,8024318,2007778
AS151240,6,54,8024338,2007784
AS151241,6,51,8024358,2007790
AS151242,9,52,8024378,2007796
AS151243,11,44,8024398,2007802
AS151244,9,52,8024418,2007808
AS151245,5,58,8024438,2007814
AS151246,7,53,8024458,2007820
AS151247,10,70,8024478,2007826
AS151248,5,69,8024498,2007832
AS151249,7,61,8024518,2007838
AS151250,5,40,8024538,2007844
AS151251,14,40,8024558,2007850
AS151252,7,41,8024578,2007856
AS151253,11,58,8024598,2007862
AS151254,8,45,8024618,2007868
AS151255,13,46,8024638,2007874
AS151256,12,48,8024658,2007880
AS151257,9,59,8024678,2007886
AS151258,13,46,8024698,2007892
AS151259,11,63,8024718,2007898
AS151260,12,66,8024738,2007904
AS151261,12,59,8024758,2007910
AS151262,10,53,8024778,2007916
AS151263,9,43,8024798,2007922
AS151264,10,41,8024818,2007928
AS151265,5,50,8024838,2007934
AS151266,12,43,8024858,2007940
AS151267,9,45,8024878,2007946
AS151268,7,44,8024898,2007952
AS151269,13,62,8024918,2007958
AS151270,13,45,8024938,2007964
AS151271,14,61,8024958,2007970
AS151272,7,70,8024978,2007976
AS151273,11,51,8024998,2007982
AS151274,12,58,8025018,2007988
AS151275,10,67,8025038,2007994
AS151276,6,69,8025058,2008000
AS151277,14,54,8025078,2008006
AS151278,11,69,8025098,2008012
AS151279,6,67,8025118,2008018
AS151280,14,49,8025138,2008024
AS151281,6,42,8025158,2008030
AS151282,14,56,8025178,2008036
AS151283,11,46,8025198,2008042
AS151284,14,44,8025218,2008048
AS151285,12,40,8025238,2008054
AS151286,12,51,8025258,2008060
AS151287,13,62,8025278,2008066
AS151288,5,46,8025298,2008072
AS151289,6,44,8025318,2008078
AS151290,11,67,8025338,2008084
AS151291,13,69,8025358,2008090
AS151292,11,61,8025378,2008096
AS151293,11,48,8025398,2008102
AS151294,12,40,8025418,2008108
AS151295,11,58,8025438,2008114
AS151296,14,41,8025458,2008120
AS151297,11,41,8025478,2008126
AS151298,11,45,8025498,2008132
AS151299,7,67,8025518,2008138
AS151300,11,48,8025538,2008144
AS151301,5,61,8025558,2008150
AS151302,7,60,8025578,2008156
AS151303,13,42,8025598,2008162
AS151304,12,55,8025618,2008168
AS151305,8,40,8025638,2008174
AS151306,10,56,8025658,2008180
AS151307,11,62,8025678,2008186
AS151308,8,59,8025698,2008192
AS151309,6,43,8025718,2008198
AS151310,9,60,8025738,2008204
AS151311,13,52,8025758,2008210
AS151312,10,47,8025778,2008216
AS151313,7,69,8025798,2008222
AS151314,5,65,8025818,2008228
AS151315,8,58,8025838,2008234
AS151316,14,49,8025858,2008240
AS151317,10,49,8025878,2008246
AS151318,5,53,8025898,2008252
AS151319,14,68,8025918,2008258
AS151320,13,44,8025938,2008264
AS151321,14,56,8025958,2008270
AS151322,6,43,8025978,2008276
AS151323,14,42,8025998,2008282
AS151324,12,66,8026018,2008288
AS151325,12,60,8026038,2008294
AS151326,12,69,8026058,2008300
AS151327,10,59,8026078,2008306
AS151328,11,69,8026098,2008312
AS151329,10,70,8026118,2008318
AS151330,5,43,8026138,2008324
AS151331,13,40,8026158,2008330
AS151332,6,65,8026178,2008336
AS151333,8,41,8026198,2008342
AS151334,11,59,8026218,2008348
AS151335,12,44,8026238,2008354
AS151336,5,64,8026258,2008360
AS151337,13,63,8026278,2008366
AS151338,14,63,8026298,2008372
AS151339,7,59,8026318,2008378
AS151340,6,58,8026338,2008384
AS151341,13,65,8026358,2008390
AS151342,12,50,8026378,2008396
AS151343,12,61,8026398,2008402
AS151344,9,66,8026418,2008408
AS151345,5,47,8026438,2008414
AS151346,13,70,8026458,2008420
AS151347,9,51,8026478,2008426
AS151348,8,56,8026498,2008432
AS151349,12,62,8026518,2008438
AS151350,14,67,8026538,2008444
AS151351,5,69,8026558,2008450
AS151352,11,45,8026578,2008456
AS151353,7,62,8026598,2008462
AS151354,6,64,8026618,2008468
AS151355,9,48,8026638,2008474
AS151356,10,43,8026658,2008480
AS151357,8,52,8026678,2008486
AS151358,12,70,8026698,2008492
AS151359,12,42,8026718,2008498
AS151360,7,43,8026738,2008504
AS151361,6,60,8026758,2008510
AS151362,11,69,8026778,2008516
AS151363,14,57,8026798,2008522
AS151364,7,54,8026818,2008528
AS151365,7,40,8026838,2008534
AS151366,9,67,8026858,2008540
AS151367,10,60,8026878,2008546
AS151368,8,44,8026898,2008552
AS151369,8,48,8026918,2008558
AS151370,13,44,8026938,2008564
AS151371,5,41,8026958,2008570
AS151372,10,68,8026978,2008576
AS151373,11,61,8026998,2008582
AS151374,5,59,8027018,2008588
AS151375,10,58,8027038,2008594
AS151376,13,55,8027058,2008600
AS151377,5,43,8027078,2008606
AS151378,13,51,8027098,2008612
AS151379,9,50,8027118,2008618
AS151380,6,49,8027138,2008624
AS151381,12,62,8027158,2008630
AS151382,12,54,8027178,2008636
AS151383,14,51,8027198,2008642
AS151384,10,54,8027218,2008648
AS151385,13,57,8027238,2008654
AS151386,8,51,8027258,2008660
AS151387,8,67,8027278,2008666
AS151388,11,40,8027298,2008672
AS151389,11,65,8027318,2008678
AS151390,7,45,8027338,2008684
AS151391,9,42,8027358,2008690
AS151392,14,65,8027378,2008696
AS151393,12,51,8027398,2008702
AS151394,5,61,8027418,2008708
AS151395,14,59,8027438,2008714
AS151396,8,57,8027458,2008720
AS151397,12,65,8027478,2008726
AS151398,12,51,8027498,2008732
AS151399,5,49,8027518,2008738
AS151400,8,58,8027538,2008744
AS151401,9,50,8027558,2008750
AS151402,8,69,8027578,2008756
AS151403,9,40,8027598,2008762
AS151404,10,40,8027618,2008768
AS151405,6,53,8027638,2008774
AS151406,13,62,8027658,2008780
AS151407,11,53,8027678,2008786
AS151408,11,57,8027698,2008792
AS151409,7,66,8027718,2008798
AS151410,13,53,8027738,2008804
AS151411,10,53,8027758,2008810
AS151412,10,47,8027778,2008816
AS151413,14,54,8027798,2008822
AS151414,10,41,8027818,2008828
AS151415,14,59,8027838,2008834
AS151416,5,70,8027858,2008840
AS151417,7,55,8027878,2008846
AS151418,12,70,8027898,2008852
AS151419,10,45,8027918,2008858
AS151420,12,47,8027938,2008864
AS151421,9,64,8027958,2008870
AS151422,11,52,8027978,2008876
AS151423,12,69,8027998,2008882
AS151424,12,46,8028018,2008888
AS151425,13,70,8028038,2008894
AS151426,6,66,8028058,2008900
AS151427,7,54,8028078,2008906
AS151428,14,44,8028098,2008912
AS151429,13,62,8028118,2008918
AS151430,7,44,8028138,2008924
AS151431,6,50,8028158,2008930
AS151432,7,69,8028178,2008936
AS151433,9,53,8028198,2008942
AS151434,7,54,8028218,2008948
AS151435,14,63,8028238,2008954
AS151436,9,53,8028258,2008960
AS151437,10,44,8028278,2008966
AS151438,8,60,8028298,2008972
AS151439,10,54,8028318,2008978
AS151440,11,66,8028338,2008984
AS151441,8,61,8028358,2008990
AS151442,12,50,8028378,2008996
AS151443,10,47,8028398,2009002
AS151444,8,41,8028418,2009008
AS151445,5,69,8028438,2009014
AS151446,10,45,8028458,2009020
AS151447,6,66,8028478,2009026
AS151448,8,66,8028498,2009032
AS151449,12,54,8028518,2009038
AS151450,13,70,8028538,2009044
AS151451,8,57,8028558,2009050
AS151452,7,58,8028578,2009056
