cartNumber,created,AccountNumber
19985,2019-06-07,10001007
19990,2019-08-05,10001008
19995,2019-11-14,10001009
20000,2019-01-11,10001010
20005,2019-01-24,10001011
20010,2019-04-27,10001012
20015,2019-04-30,10001013
20020,2019-05-24,10001014
20025,2019-12-28,10001015
20030,2020-02-06,10001016
20035,2019-05-23,10001017
20040,2020-02-05,10001018
20045,2019-02-17,10001019
20050,2019-02-20,10001020
20055,2019-09-15,10001021
20060,2019-03-15,10001022
20065,2019-03-30,10001023
20070,2019-07-06,10001024
20075,2019-09-23,10001025
20080,2019-12-10,10001026
20085,2020-01-07,10001027
20090,2019-07-02,10001028
20095,2019-01-23,10001029
20100,2019-04-29,10001030
20105,2019-03-25,10001031
20110,2019-12-28,10001032
20115,2019-08-19,10001033
20120,2019-10-27,10001034
20125,2019-02-04,10001035
20130,2019-09-19,10001036
20135,2019-04-18,10001037
20140,2019-06-13,10001038
20145,2019-03-02,10001039
20150,2019-07-13,10001040
20155,2020-02-10,10001041
20160,2019-06-04,10001042
20165,2019-08-08,10001043
20170,2019-01-29,10001044
20175,2020-01-30,10001045
20180,2019-12-30,10001046
20185,2019-09-07,10001047
20190,2019-02-09,10001048
20195,2019-06-23,10001049
20200,2019-12-08,10001050
20205,2019-05-03,10001051
20210,2019-01-28,10001052
20215,2019-01-05,10001053
20220,2019-12-12,10001054
20225,2019-09-01,10001055
20230,2019-12-25,10001056
20235,2019-03-07,10001057
20240,2019-12-24,10001058
20245,2019-08-26,10001059
20250,2019-09-06,10001060
20255,2019-12-01,10001061
20260,2019-10-10,10001062
20265,2019-07-06,10001063
20270,2019-06-22,10001064
20275,2019-01-25,10001065
20280,2019-06-13,10001066
20285,2019-08-10,10001067
20290,2019-02-12,10001068
20295,2019-11-25,10001069
20300,2019-12-13,10001070
20305,2019-04-01,10001071
20310,2019-08-10,10001072
20315,2019-01-01,10001073
20320,2019-10-30,10001074
20325,2019-03-27,10001075
20330,2019-05-01,10001076
20335,2019-05-05,10001077
20340,2020-02-05,10001078
20345,2019-01-25,10001079
20350,2019-10-05,10001080
20355,2019-02-09,10001081
20360,2019-12-07,10001082
20365,2019-03-31,10001083
20370,2019-01-30,10001084
20375,2019-12-09,10001085
20380,2019-01-31,10001086
20385,2019-10-15,10001087
20390,2019-09-10,10001088
20395,2019-10-10,10001089
20400,2019-06-25,10001090
20405,2019-11-05,10001091
20410,2019-02-11,10001092
20415,2019-08-02,10001093
20420,2019-09-10,10001094
20425,2019-07-02,10001095
20430,2019-09-30,10001096
20435,2019-06-30,10001097
20440,2019-11-17,10001098
20445,2019-07-20,10001099
20450,2019-09-28,10001100
20455,2019-11-18,10001101
20460,2019-04-28,10001102
20465,2019-01-18,10001103
20470,2019-01-29,10001104
20475,2020-01-19,10001105
20480,2019-09-14,10001106
20485,2019-11-15,10001107
20490,2019-01-13,10001108
20495,2019-12-29,10001109
20500,2019-02-23,10001110
20505,2019-04-21,10001111
20510,2020-01-07,10001112
20515,2020-02-03,10001113
20520,2020-01-02,10001114
20525,2019-01-23,10001115
20530,2019-09-05,10001116
20535,2019-08-01,10001117
20540,2019-10-01,10001118
20545,2019-03-20,10001119
20550,2019-10-01,10001120
20555,2019-04-23,10001121
20560,2019-10-12,10001122
20565,2020-01-22,10001123
20570,2019-07-25,10001124
20575,2019-03-29,10001125
20580,2019-12-30,10001126
20585,2019-07-05,10001127
20590,2019-08-05,10001128
20595,2020-02-11,10001129
20600,2019-03-09,10001130
20605,2019-12-31,10001131
20610,2019-07-12,10001132
20615,2019-08-22,10001133
20620,2019-07-17,10001134
20625,2020-02-10,10001135
20630,2020-01-31,10001136
20635,2019-04-20,10001137
20640,2020-02-08,10001138
20645,2019-10-11,10001139
20650,2019-01-17,10001140
20655,2020-01-08,10001141
20660,2019-03-22,10001142
20665,2019-04-19,10001143
20670,2019-01-20,10001144
20675,2019-12-31,10001145
20680,2019-02-25,10001146
20685,2019-02-05,10001147
20690,2019-09-06,10001148
20695,2019-12-22,10001149
20700,2019-12-08,10001150
20705,2019-01-06,10001151
20710,2019-06-24,10001152
20715,2019-11-10,10001153
20720,2019-08-14,10001154
20725,2019-07-31,10001155
20730,2019-06-12,10001156
20735,2019-04-01,10001157
20740,2019-11-09,10001158
20745,2019-12-25,10001159
20750,2019-11-14,10001160
20755,2019-01-01,10001161
20760,2020-02-07,10001162
20765,2020-01-10,10001163
20770,2020-01-04,10001164
20775,2019-10-09,10001165
20780,2020-01-11,10001166
20785,2020-02-15,10001167
20790,2019-06-24,10001168
20795,2019-01-22,10001169
20800,2019-12-08,10001170
20805,2019-12-20,10001171
20810,2019-07-31,10001172
20815,2019-06-06,10001173
20820,2019-07-22,10001174
20825,2019-05-20,10001175
20830,2019-06-27,10001176
20835,2019-02-20,10001177
20840,2019-04-26,10001178
20845,2019-08-23,10001179
20850,2019-03-22,10001180
20855,2019-09-12,10001181
20860,2019-04-20,10001182
20865,2019-06-05,10001183
20870,2019-01-09,10001184
20875,2019-11-23,10001185
20880,2019-03-16,10001186
20885,2019-10-29,10001187
20890,2019-09-27,10001188
20895,2019-01-02,10001189
20900,2019-01-25,10001190
20905,2019-04-26,10001191
20910,2019-04-02,10001192
20915,2019-03-27,10001193
20920,2020-01-30,10001194
20925,2020-02-09,10001195
20930,2019-05-16,10001196
20935,2019-07-22,10001197
20940,2019-05-24,10001198
20945,2019-04-01,10001199
20950,2019-02-06,10001200
20955,2019-05-31,10001201
20960,2019-06-16,10001202
20965,2019-05-11,10001203
20970,2019-03-22,10001204
20975,2019-03-21,10001205
20980,2019-07-02,10001206
20985,2019-03-17,10001207
20990,2019-02-11,10001208
20995,2019-01-15,10001209
21000,2019-11-22,10001210
21005,2019-04-06,10001211
21010,2019-01-20,10001212
21015,2019-03-20,10001213
21020,2020-02-01,10001214
21025,2019-04-12,10001215
21030,2019-08-09,10001216
21035,2019-08-09,10001217
21040,2019-08-22,10001218
21045,2020-02-04,10001219
21050,2019-07-31,10001220
21055,2019-12-09,10001221
21060,2019-10-26,10001222
21065,2019-07-11,10001223
21070,2019-05-22,10001224
21075,2019-02-10,10001225
21080,2020-02-02,10001226
21085,2019-12-31,10001227
21090,2020-01-19,10001228
21095,2019-09-27,10001229
21100,2019-10-31,10001230
21105,2020-02-12,10001231
21110,2019-08-11,10001232
21115,2019-04-06,10001233
21120,2019-02-06,10001234
21125,2019-12-19,10001235
21130,2019-11-05,10001236
21135,2019-12-17,10001237
21140,2019-10-09,10001238
21145,2019-11-12,10001239
21150,2019-02-07,10001240
21155,2019-07-17,10001241
21160,2019-07-12,10001242
21165,2020-01-03,10001243
21170,2019-03-25,10001244
21175,2019-08-10,10001245
21180,2019-02-01,10001246
21185,2019-03-18,10001247
21190,2020-01-28,10001248
21195,2019-09-23,10001249
21200,2019-07-12,10001250
21205,2019-03-02,10001251
21210,2019-10-08,10001252
21215,2019-06-28,10001253
21220,2019-04-15,10001254
21225,2019-09-02,10001255
21230,2019-12-12,10001256
21235,2019-04-19,10001257
21240,2019-09-19,10001258
21245,2019-12-22,10001259
21250,2019-07-06,10001260
21255,2019-08-03,10001261
21260,2019-02-04,10001262
21265,2019-04-04,10001263
21270,2020-02-02,10001264
21275,2019-06-01,10001265
21280,2019-04-13,10001266
21285,2019-07-27,10001267
21290,2020-01-13,10001268
21295,2019-10-15,10001269
21300,2019-05-03,10001270
21305,2019-01-20,10001271
21310,2020-01-01,10001272
21315,2019-07-06,10001273
21320,2019-05-04,10001274
21325,2019-11-01,10001275
21330,2019-03-18,10001276
21335,2019-03-23,10001277
21340,2019-01-07,10001278
21345,2019-04-24,10001279
21350,2019-01-08,10001280
21355,2020-01-18,10001281
21360,2019-07-25,10001282
21365,2019-10-16,10001283
21370,2019-11-24,10001284
21375,2019-02-04,10001285
21380,2020-02-03,10001286
21385,2019-04-04,10001287
21390,2019-08-18,10001288
21395,2019-05-23,10001289
21400,2019-07-14,10001290
21405,2019-05-04,10001291
21410,2019-05-08,10001292
21415,2019-12-23,10001293
21420,2020-02-13,10001294
21425,2020-01-17,10001295
21430,2019-10-11,10001296
21435,2019-02-09,10001297
21440,2020-02-04,10001298
21445,2019-10-06,10001299
21450,2019-09-14,10001300
21455,2019-08-23,10001301
21460,2019-10-15,10001302
21465,2019-09-14,10001303
21470,2020-02-04,10001304
21475,2019-02-20,10001305
21480,2019-07-29,10001306
21485,2019-01-29,10001307
21490,2019-11-10,10001308
21495,2019-02-01,10001309
21500,2019-07-05,10001310
21505,2019-10-07,10001311
21510,2019-11-29,10001312
21515,2019-03-20,10001313
21520,2019-05-30,10001314
21525,2019-10-15,10001315
21530,2020-01-23,10001316
21535,2019-10-24,10001317
21540,2019-06-18,10001318
21545,2019-10-17,10001319
21550,2019-06-20,10001320
21555,2020-02-08,10001321
21560,2019-09-02,10001322
21565,2020-01-06,10001323
21570,2019-04-19,10001324
21575,2020-01-24,10001325
21580,2019-11-23,10001326
21585,2020-01-29,10001327
21590,2019-08-23,10001328
21595,2019-09-05,10001329
21600,2019-05-11,10001330
21605,2019-02-13,10001331
21610,2019-12-21,10001332
21615,2019-10-15,10001333
21620,2019-09-12,10001334
21625,2019-03-06,10001335
21630,2019-05-24,10001336
21635,2019-12-07,10001337
21640,2019-02-04,10001338
21645,2019-01-16,10001339
21650,2019-11-26,10001340
21655,2019-08-23,10001341
21660,2019-08-02,10001342
21665,2019-06-12,10001343
21670,2019-04-25,10001344
21675,2020-02-04,10001345
21680,2020-01-08,10001346
21685,2019-05-05,10001347
21690,2019-08-02,10001348
21695,2019-10-13,10001349
21700,2019-05-11,10001350
21705,2019-07-26,10001351
21710,2019-11-06,10001352
21715,2019-03-28,10001353
21720,2019-02-09,10001354
21725,2019-10-28,10001355
21730,2019-08-15,10001356
21735,2019-03-22,10001357
21740,2019-07-01,10001358
21745,2019-07-13,10001359
21750,2019-04-01,10001360
21755,2020-02-03,10001361
21760,2019-07-13,10001362
21765,2020-01-12,10001363
21770,2019-07-21,10001364
21775,2019-10-26,10001365
21780,2020-01-04,10001366
21785,2019-09-14,10001367
21790,2019-06-02,10001368
21795,2020-02-01,10001369
21800,2019-03-08,10001370
21805,2019-08-23,10001371
21810,2019-10-30,10001372
21815,2019-08-12,10001373
21820,2019-11-18,10001374
21825,2019-02-19,10001375
21830,2019-10-09,10001376
21835,2019-10-01,10001377
21840,2019-10-17,10001378
21845,2019-07-31,10001379
21850,2019-03-19,10001380
21855,2019-07-15,10001381
21860,2019-09-20,10001382
21865,2020-01-18,10001383
21870,2019-12-02,10001384
21875,2019-04-26,10001385
21880,2019-10-13,10001386
21885,2020-02-14,10001387
21890,2019-07-18,10001388
21895,2019-07-02,10001389
21900,2019-03-17,10001390
21905,2019-04-10,10001391
21910,2019-01-25,10001392
21915,2019-02-26,10001393
21920,2020-01-21,10001394
21925,2019-07-07,10001395
21930,2019-11-21,10001396
21935,2019-06-12,10001397
21940,2019-04-28,10001398
21945,2020-02-08,10001399
21950,2019-01-01,10001400
21955,2019-09-12,10001401
21960,2019-02-27,10001402
21965,2019-11-04,10001403
21970,2019-03-07,10001404
21975,2019-01-20,10001405
21980,2019-07-16,10001406
21985,2019-06-28,10001407
21990,2019-08-03,10001408
21995,2019-05-06,10001409
22000,2020-02-07,10001410
22005,2019-12-04,10001411
22010,2019-01-29,10001412
22015,2020-01-19,10001413
22020,2019-07-23,10001414
22025,2019-07-25,10001415
22030,2019-03-14,10001416
22035,2019-08-17,10001417
22040,2019-03-01,10001418
22045,2019-08-29,10001419
22050,2019-06-14,10001420
22055,2019-08-30,10001421
22060,2019-05-12,10001422
22065,2019-12-07,10001423
22070,2019-11-03,10001424
22075,2019-07-14,10001425
22080,2020-01-06,10001426
22085,2019-07-14,10001427
22090,2019-10-20,10001428
22095,2019-11-25,10001429
22100,2019-04-03,10001430
22105,2019-11-30,10001431
22110,2019-07-25,10001432
22115,2019-08-12,10001433
22120,2019-03-07,10001434
22125,2019-03-09,10001435
22130,2020-01-25,10001436
22135,2019-07-15,10001437
22140,2019-02-28,10001438
22145,2019-03-17,10001439
22150,2020-01-16,10001440
22155,2019-03-30,10001441
22160,2019-08-01,10001442
22165,2019-01-19,10001443
22170,2019-09-04,10001444
22175,2019-11-10,10001445
22180,2019-12-03,10001446
22185,2019-09-16,10001447
22190,2019-04-10,10001448
22195,2020-02-07,10001449
22200,2019-03-27,10001450
22205,2019-06-02,10001451
22210,2019-11-13,10001452
22215,2020-02-01,10001453
22220,2019-03-06,10001454
22225,2019-10-09,10001455
22230,2019-12-20,10001456
22235,2019-07-07,10001457
22240,2019-11-30,10001458
22245,2019-01-05,10001459
22250,2019-05-24,10001460
22255,2019-08-21,10001461
22260,2019-08-07,10001462
22265,2019-10-03,10001463
22270,2019-02-23,10001464
22275,2019-02-09,10001465
22280,2019-08-12,10001466
22285,2019-10-16,10001467
22290,2019-12-20,10001468
22295,2019-07-15,10001469
22300,2019-07-11,10001470
22305,2019-12-30,10001471
22310,2019-07-11,10001472
22315,2019-08-19,10001473
22320,2019-10-03,10001474
22325,2019-08-02,10001475
22330,2020-01-11,10001476
22335,2019-11-11,10001477
22340,2019-11-13,10001478
22345,2019-06-08,10001479
22350,2019-09-05,10001480
22355,2019-12-11,10001481
22360,2019-06-08,10001482
22365,2019-02-23,10001483
22370,2019-05-25,10001484
22375,2019-11-19,10001485
22380,2020-02-14,10001486
22385,2019-03-01,10001487
22390,2019-04-15,10001488
22395,2019-07-11,10001489
22400,2019-10-12,10001490
22405,2019-05-15,10001491
22410,2019-03-15,10001492
22415,2019-06-21,10001493
22420,2020-01-06,10001494
22425,2019-04-21,10001495
22430,2019-01-31,10001496
22435,2019-02-11,10001497
22440,2019-08-04,10001498
22445,2019-09-23,10001499
22450,2019-01-05,10001500
22455,2019-06-28,10001501
22460,2019-07-24,10001502
22465,2020-02-15,10001503
22470,2019-06-20,10001504
22475,2019-11-22,10001505
22480,2019-06-03,10001506
22485,2019-05-03,10001507
22490,2019-07-30,10001508
22495,2019-01-09,10001509
22500,2019-02-19,10001510
22505,2019-10-15,10001511
22510,2019-08-05,10001512
22515,2019-11-12,10001513
22520,2019-04-27,10001514
22525,2019-05-19,10001515
22530,2019-01-08,10001516
22535,2019-05-02,10001517
22540,2019-03-01,10001518
22545,2019-07-07,10001519
22550,2019-04-01,10001520
22555,2019-07-02,10001521
22560,2019-06-07,10001522
22565,2019-05-31,10001523
22570,2019-02-03,10001524
22575,2019-05-01,10001525
22580,2019-05-17,10001526
22585,2019-10-30,10001527
22590,2019-10-31,10001528
22595,2019-10-28,10001529
22600,2019-11-18,10001530
22605,2019-12-07,10001531
22610,2019-02-16,10001532
22615,2019-04-16,10001533
22620,2019-05-01,10001534
22625,2019-02-10,10001535
22630,2019-11-21,10001536
22635,2019-12-30,10001537
22640,2019-05-07,10001538
22645,2019-04-23,10001539
22650,2019-08-27,10001540
22655,2019-05-07,10001541
22660,2019-04-04,10001542
22665,2019-02-10,10001543
22670,2019-06-08,10001544
22675,2019-08-30,10001545
22680,2019-05-16,10001546
22685,2019-08-17,10001547
22690,2019-12-19,10001548
22695,2019-02-24,10001549
22700,2019-12-25,10001550
22705,2019-02-05,10001551
22710,2019-09-11,10001552
22715,2019-11-25,10001553
22720,2019-01-30,10001554
22725,2019-02-06,10001555
22730,2019-01-18,10001556
22735,2019-09-03,10001557
22740,2020-01-13,10001558
22745,2019-05-10,10001559
22750,2019-02-03,10001560
22755,2020-02-04,10001561
22760,2019-02-10,10001562
22765,2020-01-08,10001563
22770,2019-01-14,10001564
22775,2019-06-25,10001565
22780,2019-01-18,10001566
22785,2019-04-11,10001567
22790,2019-12-09,10001568
22795,2020-01-05,10001569
22800,2019-06-05,10001570
22805,2019-07-21,10001571
22810,2019-07-23,10001572
22815,2019-08-18,10001573
22820,2019-09-21,10001574
22825,2019-05-12,10001575
22830,2019-09-22,10001576
22835,2019-06-21,10001577
22840,2020-01-21,10001578
22845,2019-03-19,10001579
22850,2019-11-16,10001580
22855,2019-08-18,10001581
22860,2019-04-08,10001582
22865,2019-05-31,10001583
22870,2019-07-09,10001584
22875,2019-03-30,10001585
22880,2019-06-22,10001586
22885,2019-08-31,10001587
22890,2020-01-25,10001588
22895,2020-01-26,10001589
22900,2019-01-01,10001590
22905,2019-05-31,10001591
22910,2019-06-01,10001592
22915,2019-10-12,10001593
22920,2019-12-12,10001594
22925,2020-01-31,10001595
22930,2020-01-26,10001596
22935,2019-03-05,10001597
22940,2019-05-19,10001598
22945,2019-01-18,10001599
22950,2019-01-23,10001600
22955,2019-04-19,10001601
22960,2019-07-27,10001602
22965,2020-02-02,10001603
22970,2019-11-19,10001604
22975,2019-09-17,10001605
22980,2019-07-28,10001606
22985,2019-07-20,10001607
22990,2019-06-30,10001608
22995,2020-01-22,10001609
23000,2019-01-12,10001610
23005,2019-09-12,10001611
23010,2019-01-01,10001612
23015,2020-01-13,10001613
23020,2020-02-11,10001614
23025,2020-01-21,10001615
23030,2019-12-11,10001616
23035,2019-10-10,10001617
23040,2019-04-28,10001618
23045,2019-08-18,10001619
23050,2019-03-13,10001620
23055,2019-08-30,10001621
23060,2019-02-13,10001622
23065,2019-09-06,10001623
23070,2019-10-27,10001624
23075,2019-08-16,10001625
23080,2019-12-05,10001626
23085,2019-10-07,10001627
23090,2019-09-21,10001628
23095,2019-09-02,10001629
23100,2019-10-20,10001630
23105,2019-07-24,10001631
23110,2019-10-10,10001632
23115,2019-02-08,10001633
23120,2019-10-03,10001634
23125,2020-01-10,10001635
23130,2019-05-15,10001636
23135,2019-06-16,10001637
23140,2019-12-25,10001638
23145,2019-02-07,10001639
23150,2019-08-25,10001640
23155,2019-12-20,10001641
23160,2019-08-20,10001642
23165,2019-04-02,10001643
23170,2019-03-15,10001644
23175,2020-02-07,10001645
23180,2019-09-01,10001646
23185,2019-03-29,10001647
23190,2019-03-26,10001648
23195,2020-01-07,10001649
23200,2019-10-31,10001650
23205,2019-07-29,10001651
23210,2019-09-14,10001652
23215,2019-07-21,10001653
23220,2019-06-22,10001654
23225,2019-01-09,10001655
23230,2019-04-04,10001656
23235,2019-04-28,10001657
23240,2019-06-14,10001658
23245,2019-06-15,10001659
23250,2019-05-26,10001660
23255,2019-09-27,10001661
23260,2019-08-02,10001662
23265,2020-01-16,10001663
23270,2019-05-21,10001664
23275,2019-09-01,10001665
23280,2019-01-24,10001666
23285,2019-02-17,10001667
23290,2020-02-12,10001668
23295,2019-07-05,10001669
23300,2019-05-17,10001670
23305,2019-02-01,10001671
23310,2020-01-31,10001672
23315,2019-12-08,10001673
23320,2020-02-10,10001674
23325,2019-01-07,10001675
