TransactionId,PaymentMade,cardDetails,OrderNumber
4012277,2020-02-12,5402802,8007398
4012291,2019-06-17,5402805,8007408
4012305,2019-11-11,5402808,8007418
4012319,2019-01-09,5402811,8007428
4012333,2019-06-16,5402814,8007438
4012347,2019-10-31,5402817,8007448
4012361,2019-01-29,5402820,8007458
4012375,2019-04-02,5402823,8007468
4012389,2020-01-09,5402826,8007478
4012403,2019-10-28,5402829,8007488
4012417,2019-05-11,5402832,8007498
4012431,2019-02-16,5402835,8007508
4012445,2019-01-19,5402838,8007518
4012459,2020-02-25,5402841,8007528
4012473,2019-08-04,5402844,8007538
4012487,2019-03-12,5402847,8007548
4012501,2019-05-30,5402850,8007558
4012515,2019-02-11,5402853,8007568
4012529,2020-01-04,5402856,8007578
4012543,2019-05-30,5402859,8007588
4012557,2019-10-07,5402862,8007598
4012571,2019-08-09,5402865,8007608
4012585,2019-04-25,5402868,8007618
4012599,2020-02-17,5402871,8007628
4012613,2019-12-08,5402874,8007638
4012627,2019-07-11,5402877,8007648
4012641,2019-05-21,5402880,8007658
4012655,2019-10-11,5402883,8007668
4012669,2019-10-27,5402886,8007678
4012683,2019-07-29,5402889,8007688
4012697,2019-11-20,5402892,8007698
4012711,2019-06-05,5402895,8007708
4012725,2019-02-26,5402898,8007718
4012739,2019-06-22,5402901,8007728
4012753,2019-11-28,5402904,8007738
4012767,2019-02-01,5402907,8007748
4012781,2019-01-11,5402910,8007758
4012795,2019-01-08,5402913,8007768
4012809,2020-03-01,5402916,8007778
4012823,2020-02-20,5402919,8007788
4012837,2019-02-16,5402922,8007798
4012851,2019-10-30,5402925,8007808
4012865,2019-09-18,5402928,8007818
4012879,2020-01-08,5402931,8007828
4012893,2019-09-25,5402934,8007838
4012907,2019-05-21,5402937,8007848
4012921,2020-01-13,5402940,8007858
4012935,2020-02-22,5402943,8007868
4012949,2019-04-03,5402946,8007878
4012963,2019-09-12,5402949,8007888
4012977,2019-03-22,5402952,8007898
4012991,2019-03-19,5402955,8007908
4013005,2019-07-14,5402958,8007918
4013019,2019-06-01,5402961,8007928
4013033,2019-07-24,5402964,8007938
4013047,2019-06-08,5402967,8007948
4013061,2019-05-02,5402970,8007958
4013075,2020-01-15,5402973,8007968
4013089,2019-12-30,5402976,8007978
4013103,2019-10-20,5402979,8007988
4013117,2019-05-27,5402982,8007998
4013131,2019-04-13,5402985,8008008
4013145,2019-06-16,5402988,8008018
4013159,2019-01-21,5402991,8008028
4013173,2019-02-20,5402994,8008038
4013187,2020-01-25,5402997,8008048
4013201,2019-10-31,5403000,8008058
4013215,2019-07-13,5403003,8008068
4013229,2020-02-01,5403006,8008078
4013243,2020-01-20,5403009,8008088
4013257,2019-12-14,5403012,8008098
4013271,2019-07-29,5403015,8008108
4013285,2020-01-31,5403018,8008118
4013299,2019-08-11,5403021,8008128
4013313,2019-02-15,5403024,8008138
4013327,2019-08-06,5403027,8008148
4013341,2019-02-09,5403030,8008158
4013355,2019-01-27,5403033,8008168
4013369,2019-05-23,5403036,8008178
4013383,2019-04-16,5403039,8008188
4013397,2019-11-08,5403042,8008198
4013411,2020-01-06,5403045,8008208
4013425,2019-11-28,5403048,8008218
4013439,2019-03-31,5403051,8008228
4013453,2019-05-07,5403054,8008238
4013467,2019-01-18,5403057,8008248
4013481,2019-11-21,5403060,8008258
4013495,2019-02-15,5403063,8008268
4013509,2019-06-25,5403066,8008278
4013523,2019-07-16,5403069,8008288
4013537,2019-03-19,5403072,8008298
4013551,2020-02-18,5403075,8008308
4013565,2019-04-22,5403078,8008318
4013579,2019-07-05,5403081,8008328
4013593,2019-09-15,5403084,8008338
4013607,2019-09-22,5403087,8008348
4013621,2019-04-11,5403090,8008358
4013635,2019-02-19,5403093,8008368
4013649,2019-05-21,5403096,8008378
4013663,2019-07-22,5403099,8008388
4013677,2019-08-17,5403102,8008398
4013691,2020-02-11,5403105,8008408
4013705,2019-04-02,5403108,8008418
4013719,2019-04-03,5403111,8008428
4013733,2019-10-03,5403114,8008438
4013747,2019-03-04,5403117,8008448
4013761,2019-09-13,5403120,8008458
4013775,2019-09-28,5403123,8008468
4013789,2019-07-02,5403126,8008478
4013803,2020-02-07,5403129,8008488
4013817,2019-12-31,5403132,8008498
4013831,2019-10-21,5403135,8008508
4013845,2019-08-27,5403138,8008518
4013859,2019-08-26,5403141,8008528
4013873,2019-09-20,5403144,8008538
4013887,2019-04-25,5403147,8008548
4013901,2019-04-13,5403150,8008558
4013915,2019-05-27,5403153,8008568
4013929,2019-05-31,5403156,8008578
4013943,2019-01-12,5403159,8008588
4013957,2020-01-06,5403162,8008598
4013971,2019-01-12,5403165,8008608
4013985,2019-11-28,5403168,8008618
4013999,2020-01-17,5403171,8008628
4014013,2019-09-02,5403174,8008638
4014027,2019-11-09,5403177,8008648
4014041,2019-10-11,5403180,8008658
4014055,2019-10-07,5403183,8008668
4014069,2019-10-06,5403186,8008678
4014083,2019-07-18,5403189,8008688
4014097,2019-04-18,5403192,8008698
4014111,2019-03-15,5403195,8008708
4014125,2019-08-09,5403198,8008718
4014139,2019-08-11,5403201,8008728
4014153,2020-01-15,5403204,8008738
4014167,2019-08-16,5403207,8008748
4014181,2019-10-16,5403210,8008758
4014195,2019-09-01,5403213,8008768
4014209,2019-02-17,5403216,8008778
4014223,2020-02-17,5403219,8008788
4014237,2019-10-21,5403222,8008798
4014251,2019-11-28,5403225,8008808
4014265,2019-06-02,5403228,8008818
4014279,2019-07-28,5403231,8008828
4014293,2019-09-02,5403234,8008838
4014307,2019-05-22,5403237,8008848
4014321,2019-08-20,5403240,8008858
4014335,2020-01-01,5403243,8008868
4014349,2019-07-27,5403246,8008878
4014363,2019-08-04,5403249,8008888
4014377,2019-10-26,5403252,8008898
4014391,2019-04-14,5403255,8008908
4014405,2020-02-27,5403258,8008918
4014419,2019-07-29,5403261,8008928
4014433,2020-01-05,5403264,8008938
4014447,2019-09-15,5403267,8008948
4014461,2019-05-10,5403270,8008958
4014475,2019-09-21,5403273,8008968
4014489,2019-06-11,5403276,8008978
4014503,2019-01-25,5403279,8008988
4014517,2019-02-09,5403282,8008998
4014531,2019-03-10,5403285,8009008
4014545,2020-02-09,5403288,8009018
4014559,2019-01-24,5403291,8009028
4014573,2019-11-04,5403294,8009038
4014587,2020-02-18,5403297,8009048
4014601,2019-01-14,5403300,8009058
4014615,2019-01-17,5403303,8009068
4014629,2019-01-27,5403306,8009078
4014643,2019-01-20,5403309,8009088
4014657,2019-01-15,5403312,8009098
4014671,2020-01-05,5403315,8009108
4014685,2020-02-08,5403318,8009118
4014699,2019-04-11,5403321,8009128
4014713,2020-01-07,5403324,8009138
4014727,2019-10-20,5403327,8009148
4014741,2019-01-03,5403330,8009158
4014755,2019-12-23,5403333,8009168
4014769,2019-01-27,5403336,8009178
4014783,2019-07-26,5403339,8009188
4014797,2019-05-24,5403342,8009198
4014811,2019-12-27,5403345,8009208
4014825,2019-08-02,5403348,8009218
4014839,2019-06-14,5403351,8009228
4014853,2019-05-21,5403354,8009238
4014867,2019-04-21,5403357,8009248
4014881,2019-12-18,5403360,8009258
4014895,2019-09-01,5403363,8009268
4014909,2019-12-27,5403366,8009278
4014923,2019-11-12,5403369,8009288
4014937,2019-07-24,5403372,8009298
4014951,2020-01-24,5403375,8009308
4014965,2020-02-03,5403378,8009318
4014979,2019-04-23,5403381,8009328
4014993,2019-08-11,5403384,8009338
4015007,2020-01-30,5403387,8009348
4015021,2019-12-04,5403390,8009358
4015035,2019-07-17,5403393,8009368
4015049,2020-01-19,5403396,8009378
4015063,2020-01-16,5403399,8009388
4015077,2019-07-13,5403402,8009398
4015091,2019-07-07,5403405,8009408
4015105,2019-09-24,5403408,8009418
4015119,2019-06-28,5403411,8009428
4015133,2019-03-23,5403414,8009438
4015147,2019-06-22,5403417,8009448
4015161,2019-11-17,5403420,8009458
4015175,2019-09-20,5403423,8009468
4015189,2020-02-10,5403426,8009478
4015203,2019-04-27,5403429,8009488
4015217,2020-01-22,5403432,8009498
4015231,2019-12-12,5403435,8009508
4015245,2019-01-20,5403438,8009518
4015259,2019-02-08,5403441,8009528
4015273,2020-01-25,5403444,8009538
4015287,2019-11-17,5403447,8009548
4015301,2019-02-11,5403450,8009558
4015315,2019-01-04,5403453,8009568
4015329,2019-10-08,5403456,8009578
4015343,2020-01-10,5403459,8009588
4015357,2019-09-01,5403462,8009598
4015371,2019-06-14,5403465,8009608
4015385,2019-05-06,5403468,8009618
4015399,2019-07-19,5403471,8009628
4015413,2019-12-15,5403474,8009638
4015427,2019-06-25,5403477,8009648
4015441,2019-03-23,5403480,8009658
4015455,2020-01-08,5403483,8009668
4015469,2019-03-20,5403486,8009678
4015483,2019-03-21,5403489,8009688
4015497,2020-02-26,5403492,8009698
4015511,2019-11-05,5403495,8009708
4015525,2019-08-28,5403498,8009718
4015539,2019-12-17,5403501,8009728
4015553,2019-03-17,5403504,8009738
4015567,2020-02-29,5403507,8009748
4015581,2019-09-21,5403510,8009758
4015595,2019-02-24,5403513,8009768
4015609,2019-11-25,5403516,8009778
4015623,2019-08-23,5403519,8009788
4015637,2019-04-15,5403522,8009798
4015651,2019-08-05,5403525,8009808
4015665,2019-10-24,5403528,8009818
4015679,2019-03-04,5403531,8009828
4015693,2019-07-22,5403534,8009838
4015707,2019-03-14,5403537,8009848
4015721,2019-04-17,5403540,8009858
4015735,2020-02-24,5403543,8009868
4015749,2020-02-06,5403546,8009878
4015763,2019-11-27,5403549,8009888
4015777,2019-03-13,5403552,8009898
4015791,2019-04-23,5403555,8009908
4015805,2019-12-17,5403558,8009918
4015819,2019-06-23,5403561,8009928
4015833,2020-01-27,5403564,8009938
4015847,2019-04-25,5403567,8009948
4015861,2019-10-07,5403570,8009958
4015875,2019-04-25,5403573,8009968
4015889,2019-01-13,5403576,8009978
4015903,2019-07-02,5403579,8009988
4015917,2019-04-04,5403582,8009998
4015931,2019-04-24,5403585,8010008
4015945,2019-12-16,5403588,8010018
4015959,2019-11-17,5403591,8010028
4015973,2019-11-15,5403594,8010038
4015987,2019-11-26,5403597,8010048
4016001,2019-05-04,5403600,8010058
4016015,2020-02-12,5403603,8010068
4016029,2019-01-21,5403606,8010078
4016043,2019-01-21,5403609,8010088
4016057,2019-10-08,5403612,8010098
4016071,2020-01-18,5403615,8010108
4016085,2019-02-13,5403618,8010118
4016099,2019-12-04,5403621,8010128
4016113,2019-01-02,5403624,8010138
4016127,2019-11-10,5403627,8010148
4016141,2020-01-30,5403630,8010158
4016155,2019-01-10,5403633,8010168
4016169,2020-02-15,5403636,8010178
4016183,2020-02-18,5403639,8010188
4016197,2019-01-19,5403642,8010198
4016211,2019-12-22,5403645,8010208
4016225,2020-02-27,5403648,8010218
4016239,2019-03-06,5403651,8010228
4016253,2019-08-01,5403654,8010238
4016267,2019-09-17,5403657,8010248
4016281,2019-03-24,5403660,8010258
4016295,2020-01-29,5403663,8010268
4016309,2019-01-14,5403666,8010278
4016323,2019-03-17,5403669,8010288
4016337,2019-01-26,5403672,8010298
4016351,2019-10-04,5403675,8010308
4016365,2019-10-28,5403678,8010318
4016379,2019-04-11,5403681,8010328
4016393,2019-09-13,5403684,8010338
4016407,2019-07-19,5403687,8010348
4016421,2020-02-19,5403690,8010358
4016435,2019-05-20,5403693,8010368
4016449,2020-02-27,5403696,8010378
4016463,2019-02-28,5403699,8010388
4016477,2019-01-16,5403702,8010398
4016491,2019-12-20,5403705,8010408
4016505,2019-06-18,5403708,8010418
4016519,2020-01-05,5403711,8010428
4016533,2019-02-04,5403714,8010438
4016547,2020-01-22,5403717,8010448
4016561,2019-07-08,5403720,8010458
4016575,2019-11-17,5403723,8010468
4016589,2019-10-12,5403726,8010478
4016603,2019-06-02,5403729,8010488
4016617,2019-04-29,5403732,8010498
4016631,2020-01-08,5403735,8010508
4016645,2019-12-19,5403738,8010518
4016659,2019-06-11,5403741,8010528
4016673,2019-06-09,5403744,8010538
4016687,2019-07-06,5403747,8010548
4016701,2019-12-06,5403750,8010558
4016715,2019-09-30,5403753,8010568
4016729,2019-06-29,5403756,8010578
4016743,2019-04-11,5403759,8010588
4016757,2020-02-25,5403762,8010598
4016771,2019-06-20,5403765,8010608
4016785,2019-03-30,5403768,8010618
4016799,2019-11-01,5403771,8010628
4016813,2019-06-30,5403774,8010638
4016827,2019-10-12,5403777,8010648
4016841,2019-03-24,5403780,8010658
4016855,2019-12-19,5403783,8010668
4016869,2020-01-11,5403786,8010678
4016883,2019-01-14,5403789,8010688
4016897,2019-02-04,5403792,8010698
4016911,2019-04-07,5403795,8010708
4016925,2019-05-08,5403798,8010718
4016939,2019-01-08,5403801,8010728
4016953,2019-05-03,5403804,8010738
4016967,2020-01-16,5403807,8010748
4016981,2019-03-02,5403810,8010758
4016995,2019-12-23,5403813,8010768
4017009,2019-11-01,5403816,8010778
4017023,2019-06-04,5403819,8010788
4017037,2020-01-01,5403822,8010798
4017051,2019-04-14,5403825,8010808
4017065,2019-03-30,5403828,8010818
4017079,2019-07-19,5403831,8010828
4017093,2020-02-24,5403834,8010838
4017107,2019-11-14,5403837,8010848
4017121,2019-06-18,5403840,8010858
4017135,2019-09-02,5403843,8010868
4017149,2019-12-19,5403846,8010878
4017163,2019-07-20,5403849,8010888
4017177,2019-06-14,5403852,8010898
4017191,2019-12-20,5403855,8010908
4017205,2019-04-01,5403858,8010918
4017219,2019-12-07,5403861,8010928
4017233,2019-11-08,5403864,8010938
4017247,2020-01-21,5403867,8010948
4017261,2019-10-09,5403870,8010958
4017275,2019-11-14,5403873,8010968
4017289,2019-04-03,5403876,8010978
4017303,2019-12-07,5403879,8010988
4017317,2019-12-05,5403882,8010998
4017331,2019-03-04,5403885,8011008
4017345,2020-02-20,5403888,8011018
4017359,2020-01-17,5403891,8011028
4017373,2019-10-06,5403894,8011038
4017387,2019-04-11,5403897,8011048
4017401,2020-02-19,5403900,8011058
4017415,2019-04-22,5403903,8011068
4017429,2020-01-13,5403906,8011078
4017443,2019-09-12,5403909,8011088
4017457,2019-08-06,5403912,8011098
4017471,2019-10-10,5403915,8011108
4017485,2019-11-01,5403918,8011118
4017499,2019-11-26,5403921,8011128
4017513,2019-03-01,5403924,8011138
4017527,2019-07-01,5403927,8011148
4017541,2019-10-13,5403930,8011158
4017555,2019-08-22,5403933,8011168
4017569,2019-01-18,5403936,8011178
4017583,2019-02-20,5403939,8011188
4017597,2019-03-12,5403942,8011198
4017611,2019-11-12,5403945,8011208
4017625,2019-04-06,5403948,8011218
4017639,2020-01-23,5403951,8011228
4017653,2019-02-08,5403954,8011238
4017667,2019-05-16,5403957,8011248
4017681,2020-01-11,5403960,8011258
4017695,2019-01-03,5403963,8011268
4017709,2020-01-10,5403966,8011278
4017723,2020-01-09,5403969,8011288
4017737,2019-07-22,5403972,8011298
4017751,2019-05-03,5403975,8011308
4017765,2019-02-06,5403978,8011318
4017779,2019-10-03,5403981,8011328
4017793,2019-05-06,5403984,8011338
4017807,2019-07-25,5403987,8011348
4017821,2019-11-04,5403990,8011358
4017835,2019-07-18,5403993,8011368
4017849,2020-01-12,5403996,8011378
4017863,2019-05-05,5403999,8011388
4017877,2019-12-30,5404002,8011398
4017891,2019-07-01,5404005,8011408
4017905,2019-01-25,5404008,8011418
4017919,2019-04-02,5404011,8011428
4017933,2019-03-17,5404014,8011438
4017947,2019-04-19,5404017,8011448
4017961,2019-07-13,5404020,8011458
4017975,2019-03-03,5404023,8011468
4017989,2019-07-12,5404026,8011478
4018003,2019-08-17,5404029,8011488
4018017,2019-05-07,5404032,8011498
4018031,2019-06-23,5404035,8011508
4018045,2020-01-25,5404038,8011518
4018059,2019-12-05,5404041,8011528
4018073,2019-12-12,5404044,8011538
4018087,2019-01-20,5404047,8011548
4018101,2019-01-04,5404050,8011558
4018115,2019-10-31,5404053,8011568
4018129,2020-01-25,5404056,8011578
4018143,2019-12-22,5404059,8011588
4018157,2019-07-08,5404062,8011598
4018171,2019-01-20,5404065,8011608
4018185,2019-03-10,5404068,8011618
4018199,2019-12-24,5404071,8011628
4018213,2019-11-07,5404074,8011638
4018227,2019-10-30,5404077,8011648
4018241,2019-11-18,5404080,8011658
4018255,2020-01-01,5404083,8011668
4018269,2019-03-03,5404086,8011678
4018283,2019-11-12,5404089,8011688
4018297,2019-10-15,5404092,8011698
4018311,2019-04-03,5404095,8011708
4018325,2019-05-19,5404098,8011718
4018339,2020-01-06,5404101,8011728
4018353,2019-04-30,5404104,8011738
4018367,2020-02-10,5404107,8011748
4018381,2019-11-12,5404110,8011758
4018395,2020-02-20,5404113,8011768
4018409,2019-10-07,5404116,8011778
4018423,2019-05-16,5404119,8011788
4018437,2019-09-07,5404122,8011798
4018451,2019-07-27,5404125,8011808
4018465,2019-10-04,5404128,8011818
4018479,2019-02-10,5404131,8011828
4018493,2019-03-13,5404134,8011838
4018507,2019-01-03,5404137,8011848
4018521,2019-02-03,5404140,8011858
4018535,2020-01-18,5404143,8011868
4018549,2019-08-06,5404146,8011878
4018563,2019-10-20,5404149,8011888
4018577,2019-04-05,5404152,8011898
4018591,2019-05-15,5404155,8011908
4018605,2019-07-02,5404158,8011918
4018619,2019-06-08,5404161,8011928
4018633,2019-10-28,5404164,8011938
4018647,2019-05-21,5404167,8011948
4018661,2019-09-04,5404170,8011958
4018675,2019-01-13,5404173,8011968
4018689,2019-12-05,5404176,8011978
4018703,2019-06-24,5404179,8011988
4018717,2019-08-12,5404182,8011998
4018731,2019-04-16,5404185,8012008
4018745,2019-10-29,5404188,8012018
4018759,2019-04-19,5404191,8012028
4018773,2020-01-21,5404194,8012038
4018787,2019-01-02,5404197,8012048
4018801,2019-09-25,5404200,8012058
4018815,2020-02-04,5404203,8012068
4018829,2019-08-01,5404206,8012078
4018843,2019-10-17,5404209,8012088
4018857,2019-12-07,5404212,8012098
4018871,2019-07-07,5404215,8012108
4018885,2019-05-17,5404218,8012118
4018899,2019-05-08,5404221,8012128
4018913,2019-04-03,5404224,8012138
4018927,2019-10-08,5404227,8012148
4018941,2019-08-05,5404230,8012158
4018955,2019-03-31,5404233,8012168
4018969,2019-01-18,5404236,8012178
4018983,2019-04-05,5404239,8012188
4018997,2019-12-23,5404242,8012198
4019011,2019-10-07,5404245,8012208
4019025,2019-10-02,5404248,8012218
4019039,2019-01-12,5404251,8012228
4019053,2019-09-08,5404254,8012238
4019067,2020-02-25,5404257,8012248
4019081,2019-05-25,5404260,8012258
4019095,2019-07-04,5404263,8012268
4019109,2019-08-07,5404266,8012278
4019123,2020-01-20,5404269,8012288
4019137,2019-03-20,5404272,8012298
4019151,2019-02-20,5404275,8012308
4019165,2020-01-03,5404278,8012318
4019179,2019-12-04,5404281,8012328
4019193,2019-09-24,5404284,8012338
4019207,2020-02-11,5404287,8012348
4019221,2019-09-24,5404290,8012358
4019235,2019-08-08,5404293,8012368
4019249,2019-07-04,5404296,8012378
4019263,2019-03-19,5404299,8012388
4019277,2020-02-27,5404302,8012398
4019291,2019-09-20,5404305,8012408
4019305,2019-04-13,5404308,8012418
4019319,2019-06-28,5404311,8012428
4019333,2019-09-28,5404314,8012438
4019347,2019-01-29,5404317,8012448
4019361,2019-06-29,5404320,8012458
4019375,2019-12-07,5404323,8012468
4019389,2019-12-09,5404326,8012478
4019403,2019-01-31,5404329,8012488
4019417,2019-05-30,5404332,8012498
4019431,2019-05-30,5404335,8012508
4019445,2019-06-12,5404338,8012518
4019459,2019-03-13,5404341,8012528
4019473,2019-04-15,5404344,8012538
